start_station_id,neighborhood
640,Auburn Gresham
KA1504000117,West Town
13036,Lincoln Park
13300,West Town
13022,West Town
13144,West Town
13217,Lincoln Park
13323,West Town
651,Chicago
TA1308000029,River North
TA1309000041,Uptown
13285,West Town
LF-005,Humboldt Park
21544,Pulaski Park
825,Gage Park
TA1307000006,West Town
20235,Burnside
TA1309000064,Cook County
15575,Rogers Park
702,Beverly
914,Bronzeville
SL-008,Chicago Loop
843,Back of the Yards
775,Gage Park
TA1306000029,Chicago Loop
13037,West Loop
13179,W Deming Pl
538,South Lawndale
13300,River North
653,Auburn Gresham
309,Belmont Cragin
KA17018054,West Town
TA1305000011,West Town
745,Chicago
15529,West Town
Hubbard Bike-checking (LBS-WH-TEST),Humboldt Park
Hubbard Bike-checking (LBS-WH-TEST),Archer Heights
527,North Lawndale
816,Fuller Park
TA1308000022,West Town
938,Roseland
13398,Logan Square
1012,S Champlain Ave
998,Park Manor
758,Chicago Lawn
751,Grand Crossing
LF-005,Lake View
813,Washington Park
KA1504000171,North Center
Hubbard Bike-checking (LBS-WH-TEST),North Center
TA1309000035,North Center
TA1305000025,Gold Coast
902,South Side
15650,Gage Park
TA1306000010,River North
13259,North Center
13036,Streeterville
13278,Cook County
13263,West Town
TA1309000030,Belmont Cragin
674,Mount Greenwood
13133,West Town
663,South Side
TA1305000002,Hermosa
TA1307000163,W Deming Pl
591,Roseland
615,East Side
13075,Little Italy
TA1307000124,Near South Side
18003,Streeterville
TA1306000026,North Center
604,Roseland
Hubbard Bike-checking (LBS-WH-TEST),Chicago
15539,Garfield Park
786,New City
Hubbard Bike-checking (LBS-WH-TEST),Belmont Cragin
543,Austin
Hubbard Bike-checking (LBS-WH-TEST),Schorsch Village
935,Hanson Park
507,Logan Square
642,Auburn Gresham
646,South Side
661,South Side
TA1306000013,West Town
15668,Belmont Heights
719,West Englewood
13269,Brighton Park
KA1503000043,West Loop
13300,Chicago
13325,Lake View East
841,Back of the Yards
21544,Chicago Loop
KA1504000135,Cabrini-Green
376,Austin
684,Mount Greenwood
13128,Lake View East
TA1307000142,Lake View East
TA1306000014,West Town
TA1309000063,Hyde Park
13277,W Deming Pl
524,Garfield Park
TA1306000012,Chicago
441,North Park
17660,Lincoln Park
763,West Lawn
846,South Chicago
711,South Side
TA1306000013,Washington Heights
835,Archer Heights
13430,Lower West Side
13071,West Town
TA1308000013,West Town
959,Washington Park
TA1307000119,Lake View East
13034,Streeterville
977,Roseland
DIVVY 001 - Warehouse test station,South Lawndale
13029,West Town
528,North Lawndale
TA1309000049,West Town
526,Garfield Park
954,Washington Park
TA1308000038,Oakland
WL-012,North Center
TA1306000012,Gold Coast
20115,Pullman
18062,West Town
13179,Sheffield & DePaul
13248,West Town
Hubbard Bike-checking (LBS-WH-TEST),Little Italy
718,Chicago Lawn
TA1306000029,Dunning
783,Brighton Park
TA1308000001,Rush & Division
Hubbard Bike-checking (LBS-WH-TEST),Portage Park
645,South Side
662,Grand Crossing
13022,Irving Park
TA1305000011,Chicago Loop
844,Back of the Yards
Hubbard Bike-checking (LBS-WH-TEST),Tri-Taylor
20218,West Town
331,Humboldt Park
TA1307000130,Belmont Cragin
TA1307000039,North Center
15545,Rush & Division
TA1305000014,Uptown
TA1307000126,Lake View East
Hubbard Bike-checking (LBS-WH-TEST),Portage Park
Hubbard Bike-checking (LBS-WH-TEST),Gage Park
Hubbard Bike-checking (LBS-WH-TEST),Belmont Central
KA1503000072,Chicago Loop
553,Austin
305,Austin
13053,Logan Square
Hubbard Bike-checking (LBS-WH-TEST),Belmont Cragin
550,Hanson Park
784,Brighton Park
Hubbard Bike-checking (LBS-WH-TEST),Dunning
927,West Pullman
KA17018068,Lincoln Square
Hubbard Bike-checking (LBS-WH-TEST),W Dickens Ave
TA1307000163,West Town
Hubbard Bike-checking (LBS-WH-TEST),Gage Park
13061,Streeterville
489,North Park
Hubbard Bike-checking (LBS-WH-TEST),Mount Greenwood
934,North Lawndale
13146,Logan Square
Hubbard Bike-checking (LBS-WH-TEST),Hermosa
KA1503000064,Logan Square
13022,Lincoln Square
13243,Logan Square
TA1306000012,Chicago Loop
Hubbard Bike-checking (LBS-WH-TEST),Beverly
13017,West Town
679,South Side
Hubbard Bike-checking (LBS-WH-TEST),Belmont Gardens
Hubbard Bike-checking (LBS-WH-TEST),West Englewood
Hubbard Bike-checking (LBS-WH-TEST),Lake View East
Hubbard Bike-checking (LBS-WH-TEST),Logan Square
Hubbard Bike-checking (LBS-WH-TEST),Montclare
Hubbard Bike-checking (LBS-WH-TEST),Portage Park
Hubbard Bike-checking (LBS-WH-TEST),Hyde Park
Hubbard Bike-checking (LBS-WH-TEST),West Lawn
TA1307000044,North Center
20123,Kennedy Park
17660,Portage Park
TA1305000037,Bucktown
TA1305000003,Belmont Central
905,South Shore
Hubbard Bike-checking (LBS-WH-TEST),West Lawn
485,West Ridge
Hubbard Bike-checking (LBS-WH-TEST),Avondale
655,Auburn Gresham
Hubbard Bike-checking (LBS-WH-TEST),South Lawndale
TA1309000033,Sheffield & DePaul
703,Auburn Gresham
18016,Chicago
13242,West Town
TA1307000166,Edgewater
940,Marynook
21544,Chicago Loop
15685,West Town
13278,N Lake Shore Dr.
568,Austin
606,Roseland
627,Washington Heights
13144,Gage Park
13158,Near West Side
882,Grand Crossing
DIVVY 001 - Warehouse test station,Gage Park
574,Irving Woods
1016,North Park
854,Garfield Park
TA1308000005,Logan Square
525,North Lawndale
13259,West Town
15655,Marshall Square
20223,Cook County
20223,Near West Side
20223,Near West Side
895,Mount Greenwood
20223,Logan Square
20223,West Town
653,Woodlawn
KA150400009X,Portage Park
15539,Little Italy
20223,Marshall Square
LP-,W Deming Pl
SL-005,Marshall Square
TA1305000035,Chicago Loop
946,South Shore
573,Dunning
KA1504000158,Chicago Loop
TA1309000041,West Town
20244,Irving Park
773,Gage Park
TA1306000012,Near North Side
903,Beverly
13263,Chicago Loop
843,Back of the Yards
835,Archer Heights
TA1307000126,Wrigleyville
666,Marynook
13099,Archer Heights
TA1306000012,Logan Square
575,Grand Crossing
801,Belmont Cragin
923,South Deering
15648,Cook County
15648,Logan Square
15530,Streeterville
567,Austin
TA1309000019,Logan Square
RP-008,West Town
13431,Streeterville
13431,West Town
KA1706005007,South Side
TA1309000010,Lake View East
KA1503000075,Hyde Park
878,Washington Heights
691,Beverly
611,East Side
739,Chicago Lawn
TA1307000129,West Loop
TA1309000026,Belmont Cragin
15648,Logan Square
TA1308000012,Uptown
KA1503000052,Avondale
784,Brighton Park
796,Austin
20231,Englewood
20231,Gage Park
885,Auburn Gresham
584,Hegewisch
562,Portage Park
KA1504000135,River North
TA1308000047,Lake View
TA1308000050,W Deming Pl
632,Portage Park
851,Humboldt Park
690,Beverly
624,Lake View
TA1305000010,Logan Square
KA1504000142,Avondale
915,Back of the Yards
13304,Douglas
TA1306000026,Logan Square
709,Washington Heights
887,Auburn Gresham
809,Schorsch Village
603,Roseland
957,Bronzeville
18003,Chicago
588,West Pullman
13265,West Town
15545,Humboldt Park
13108,Cook County
13434,West Loop
947,South Shore
13326,Irving Park
765,West Lawn
13191,West Lawn
TA1307000128,Humboldt Park
657,South Side
792,Austin
513,Humboldt Park
891,South Chicago
564,Portage Park
579,Belmont Heights
589,West Pullman
13022,Auburn Gresham
824,Archer Heights
TA1307000070,West Town
TA1309000007,Logan Square
13277,Humboldt Park
841,Back of the Yards
TA1307000151,West Town
746,Greater Grand Crossing
LF-005,Logan Square
TA1307000151,South Lawndale
TA1309000049,Uptown
427,Garfield Park
789,Austin
KA1504000091,Back of the Yards
862,Old Irving Park
TA1309000007,Irving Park
986,Avalon Park
946,South Shore
SL-005,River North
855,West Town
13325,Bucktown
TA1306000003,West Town
974,Roseland
TA1305000002,West Loop
956,Bronzeville
TA1305000002,Logan Square
13241,Lathrop Homes
779,West Elsdon
13008,Streeterville
13008,Cook County
TA1308000001,Lake View East
13216,South Commons
KA1504000104,West Town
17660,West Town
471,Chicago
chargingstx3,Little Italy
KA1504000141,West Town
556,Austin
723,Auburn Gresham
TA1306000013,Lincoln Park
643,Auburn Gresham
TA1307000158,West Elsdon
616,Washington Heights
KA1504000156,Rogers Park
KA1504000156,West Town
TA1307000117,North Lawndale
367,Austin
502,Old Irving Park
906,Washington Park
601,Washington Heights
KA1504000171,West Town
RN-,West Elsdon
554,Austin
738,Chicago Lawn
13133,North Center
650,Chicago
979,East Side
853,Garfield Park
15545,Belmont Heights
TA1305000041,Belmont Cragin
737,Jackson Park Highlands
13146,Belmont Cragin
13146,West Town
820,Gage Park
13196,Belmont Cragin
TA1307000006,Irving Park
TA1307000134,Cook County
TA1305000035,Washington Park
TA1307000163,Lincoln Park
13263,Streeterville
682,South Side
13096,Irving Park
TA1306000029,Belmont Cragin
TA1308000009,West Loop
TA1305000011,Streeterville
13071,Lincoln Park
TA1307000113,Lincoln Park
13389,North Center
E006,West Town
KA1504000135,Lincoln Park
LF-005,Cook County
LF-005,West Town
521,Humboldt Park
13221,Lincoln Square
13277,West Loop
15534,Streeterville
13022,Chicago Loop
TA1309000024,West Town
15578,Logan Square
TA1305000002,Humboldt Park
Hubbard Bike-checking (LBS-WH-TEST),Logan Square
TA1309000066,West Town
13150,Lincoln Square
13022,North Center
TA1307000127,Lake View East
TA1309000025,Uptown
13323,West Town
331,West Town
15646,West Loop
TA1306000007,West Town
TA1309000055,Bridgeport
13278,Lincoln Park
KA1503000064,Chicago Loop
13263,Cook County
TA1309000067,Kenwood
Hubbard Bike-checking (LBS-WH-TEST),Garfield Ridge
Hubbard Bike-checking (LBS-WH-TEST),Avondale
Hubbard Bike-checking (LBS-WH-TEST),Chicago
Hubbard Bike-checking (LBS-WH-TEST),Chicago
Hubbard Bike-checking (LBS-WH-TEST),Irving Woods
KA1503000007,Lincoln Park
